GeneID	UniqueNAME
KH2013:KH.C5.327	KH2013:KH.C5.327_TRY-2
KH2013:KH.C5.37	KH2013:KH.C5.37
KH2013:KH.C6.168	MEPCE
KH2013:KH.C5.332	KH2013:KH.C5.332_XDH
KH2013:KH.C5.242	KH2013:KH.C5.242
KH2013:KH.C6.265	ARL15
KH2013:KH.C5.38	CG5098
KH2013:KH.C6.19	KH2013:KH.C6.19_HMCN1
KH2013:KH.C6.297	KH2013:KH.C6.297
KH2013:KH.C6.50	KH2013:KH.C6.50_HMCN1
KH2013:KH.C6.197	KH2013:KH.C6.197_HMCN1
KH2013:KH.C6.78	KH2013:KH.C6.78_HMCN1
KH2013:KH.C6.57	TPK-1
KH2013:KH.C6.292	KH2013:KH.C6.292
KH2013:KH.C6.130	TPK1
KH2013:KH.C6.105	TSPAN5
KH2013:KH.C5.597	LAT-1/2
KH2013:KH.C6.172	TAF12
KH2013:KH.C6.15	KH2013:KH.C6.15_METTL24
KH2013:KH.C6.16	KH2013:KH.C6.16_CD36
KH2013:KH.C6.262	KH2013:KH.C6.262
KH2013:KH.C6.59	MAP4K3
KH2013:KH.C6.51	MAN2B1/2
KH2013:KH.C6.182	KH2013:KH.C6.182
KH2013:KH.C5.644	KH2013:KH.C5.644_JMJD5
KH2013:KH.C5.656	KH2013:KH.C5.656
KH2013:KH.C6.128	CELF3/4/5/6
KH2013:KH.C6.203	KH2013:KH.C6.203_KLHL12/20
KH2013:KH.C6.144	KH2013:KH.C6.144
KH2013:KH.C6.68	WARS2
KH2013:KH.C6.252	KH2013:KH.C6.252_KBTBD12
KH2013:KH.C6.63	KH2013:KH.C6.63
KH2013:KH.C6.207	FAM21C
KH2013:KH.C6.93	KH2013:KH.C6.93
KH2013:KH.C6.49	LGALS3/4/8
KH2013:KH.C6.202	PRSS23/35
KH2013:KH.C6.87	LGALS3L
KH2013:KH.C6.47	KH2013:KH.C6.47_FUT8
KH2013:KH.C6.108	CDK4/6
KH2013:KH.C6.37	KH2013:KH.C6.37
KH2013:KH.C6.189	CABZ01048958.1
KH2013:KH.C6.216	KH2013:KH.C6.216_B0393.5
KH2013:KH.C6.244	KH2013:KH.C6.244_TNNC1
KH2013:KH.C6.96	KH2013:KH.C6.96
KH2013:KH.C6.185	ONECUT/1/2/3
KH2013:KH.C6.10	NR5A1/2/5
KH2013:KH.C6.257	S1PR2/4
KH2013:KH.C6.119	KH2013:KH.C6.119
KH2013:KH.C6.71	TCF7L1/2
KH2013:KH.C6.48	DDX20
KH2013:KH.C6.285	KH2013:KH.C6.285_ENV9
KH2013:KH.C6.146	W03G11.3
KH2013:KH.C6.221	DHRS12
KH2013:KH.C6.62	STK38L
KH2013:KH.C6.132	PHB2
KH2013:KH.C6.283	MTAP
KH2013:KH.C6.239	MTTP
KH2013:KH.C6.44	KH2013:KH.C6.44_KCNK10/2/4
KH2013:KH.C6.73	KH2013:KH.C6.73_CYP-33C1/11/12/3/4/5/6/7/8
KH2013:KH.C6.259	FAM116B
KH2013:KH.C6.118	ARIH2
KH2013:KH.C6.21	ABHD14B
KH2013:KH.C6.300	SCARA3
KH2013:KH.C6.52	URB1
KH2013:KH.C6.280	MCM2
KH2013:KH.C6.166	KH2013:KH.C6.166_GPR84
KH2013:KH.C6.135	DKFZP564O0523
KH2013:KH.C6.91	CCDC83
KH2013:KH.C6.290	KH2013:KH.C6.290_NOX4
KH2013:KH.C6.273	KH2013:KH.C6.273_NOX4
KH2013:KH.C6.193	KH2013:KH.C6.193_C20ORF26
KH2013:KH.C6.287	KH2013:KH.C6.287
KH2013:KH.C6.131	KH2013:KH.C6.131_CABZ01079804.2
KH2013:KH.C6.224	KH2013:KH.C6.224_GBE1
KH2013:KH.C6.85	HSPD1
KH2013:KH.C6.148	KH2013:KH.C6.148_CABZ01079804.2
KH2013:KH.C6.191	ZDHHC3/7
KH2013:KH.C6.233	KH2013:KH.C6.233
KH2013:KH.C6.175	NUDT16L1
KH2013:KH.C6.184	KH2013:KH.C6.184_RXFP3
KH2013:KH.C6.113	SFT2D1/2
KH2013:KH.C6.159	KH2013:KH.C6.159
KH2013:KH.C6.195	KH2013:KH.C6.195
KH2013:KH.C6.165	RASGEF1C
KH2013:KH.C6.255	KH2013:KH.C6.255
KH2013:KH.C5.166	RPL32
KH2013:KH.C5.10	KH2013:KH.C5.10_ILF2
KH2013:KH.C5.25	KH2013:KH.C5.25_SLC25A4/5/6
KH2013:KH.C5.343	Ci-cluster00020
KH2013:KH.C6.199	KH2013:KH.C6.199_GJA10
KH2013:KH.C6.17	KH2013:KH.C6.17_SLC2A1
KH2013:KH.C6.306	GRIK2
KH2013:KH.C6.92	KH2013:KH.C6.92
KH2013:KH.C6.215	KH2013:KH.C6.215_YPL279C
KH2013:KH.C6.82	MRM1
KH2013:KH.C6.177	NPR-15
KH2013:KH.C6.83	OPA1
KH2013:KH.C6.240	C3ORF78
KH2013:KH.C6.26	KH2013:KH.C6.26_GJA4
KH2013:KH.C6.74	SYNPO/2
KH2013:KH.C6.46	RPL13A
KH2013:KH.C6.28	KH2013:KH.C6.28_CRISPLD2
KH2013:KH.C6.11	Ci-VP
KH2013:KH.C6.242	SYTL1/2/4/5
KH2013:KH.C6.286	KH2013:KH.C6.286
KH2013:KH.C6.227	KH2013:KH.C6.227
KH2013:KH.C6.12	KH2013:KH.C6.12_THBS1/2
KH2013:KH.C6.136	RPS6KA1/2/3/6
KH2013:KH.C6.101	RAPGEF2/6
KH2013:KH.C6.55	CR626889.1
KH2013:KH.C6.150	KH2013:KH.C6.150
KH2013:KH.C6.153	KH2013:KH.C6.153
KH2013:KH.C6.122	KH2013:KH.C6.122_FLVCR1/2
KH2013:KH.C6.279	KH2013:KH.C6.279
KH2013:KH.C6.171	C3ORF26
KH2013:KH.C6.179	KH2013:KH.C6.179
KH2013:KH.C6.226	FILIP1
KH2013:KH.C6.241	KH2013:KH.C6.241
KH2013:KH.C6.167	LRP2/8
KH2013:KH.C6.238	KH2013:KH.C6.238
KH2013:KH.C6.205	LONRF2
KH2013:KH.C6.112	LONRF1/2/3
KH2013:KH.C6.111	KH2013:KH.C6.111
KH2013:KH.C6.117	SMAD4
KH2013:KH.C6.174	TEX264
KH2013:KH.C6.276	KIAA1524
KH2013:KH.C6.298	YGR054W
KH2013:KH.C6.1	BOP1
KH2013:KH.C6.3	KH2013:KH.C6.3
KH2013:KH.C6.64	KH2013:KH.C6.64_CYP1B1
KH2013:KH.C6.201	KH2013:KH.C6.201
KH2013:KH.C6.75	CEP57
KH2013:KH.C6.289	KH2013:KH.C6.289
KH2013:KH.C6.141	KH2013:KH.C6.141_COL6A6
KH2013:KH.C6.183	TAB2/3
KH2013:KH.C6.161	KH2013:KH.C6.161
KH2013:KH.C6.198	KH2013:KH.C6.198_HMCN1
KH2013:KH.C6.248	KH2013:KH.C6.248
KH2013:KH.C6.180	KH2013:KH.C6.180
KH2013:KH.C6.66	TSPAN8
KH2013:KH.C6.81	DCDC2
KH2013:KH.C6.192	KH2013:KH.C6.192_NOTCH2
KH2013:KH.C6.230	KNDC1
KH2013:KH.C6.53	KH2013:KH.C6.53
KH2013:KH.C6.7	E1BS39_CHICK
KH2013:KH.C6.206	FABP2
KH2013:KH.C6.145	CHRD
KH2013:KH.C6.303	KH2013:KH.C6.303
KH2013:KH.C6.151	TRAPPC10
KH2013:KH.C6.115	MCFD2
KH2013:KH.C6.120	KH2013:KH.C6.120_XDH
KH2013:KH.C6.54	KH2013:KH.C6.54
KH2013:KH.C6.89	KH2013:KH.C6.89
KH2013:KH.C6.200	EIF5A/2
KH2013:KH.C6.58	LACE1
KH2013:KH.C6.264	KH2013:KH.C6.264_DAF-36
KH2013:KH.C6.13	CELSR1/2/3
KH2013:KH.C6.88	DYN2
KH2013:KH.C6.35	KH2013:KH.C6.35
KH2013:KH.C6.268	KH2013:KH.C6.268_JMJD7
KH2013:KH.C6.20	SNRPD1
KH2013:KH.C6.41	MAN1A/1/2
KH2013:KH.C6.139	KH2013:KH.C6.139
KH2013:KH.C6.302	NDUFAF1
KH2013:KH.C6.282	TIPRL
KH2013:KH.C6.278	PARD6A
KH2013:KH.C6.232	KH2013:KH.C6.232_IFI30
KH2013:KH.C6.256	SMYD4
KH2013:KH.C6.267	KH2013:KH.C6.267
KH2013:KH.C6.305	FIBP
KH2013:KH.C6.293	LDHD
KH2013:KH.C6.102	PRSS16
KH2013:KH.C6.220	KH2013:KH.C6.220
KH2013:KH.C6.106	KH2013:KH.C6.106
KH2013:KH.C6.188	KH2013:KH.C6.188
KH2013:KH.C6.142	CYP1
KH2013:KH.C6.40	KH2013:KH.C6.40_ANKAR
KH2013:KH.C6.247	KH2013:KH.C6.247
KH2013:KH.C6.218	KH2013:KH.C6.218
KH2013:KH.C6.194	NOX1/3
KH2013:KH.C6.42	KH2013:KH.C6.42
KH2013:KH.C6.213	KH2013:KH.C6.213
KH2013:KH.C6.243	N4BP1
KH2013:KH.C6.5	LPAR3
KH2013:KH.C6.97	KH2013:KH.C6.97
KH2013:KH.C6.284	KH2013:KH.C6.284_TMEM150A
KH2013:KH.C6.65	CACNA1H
KH2013:KH.C6.14	RNMTL1
KH2013:KH.C6.104	DLG5
KH2013:KH.C6.43	OCRL
KH2013:KH.C6.237	KH2013:KH.C6.237
KH2013:KH.C6.80	TFG
KH2013:KH.C6.31	SI:DKEY-261L7.2
KH2013:KH.C6.29	PSPC1
KH2013:KH.C6.288	KH2013:KH.C6.288
KH2013:KH.C6.229	KH2013:KH.C6.229_PHYH
KH2013:KH.C6.260	KH2013:KH.C6.260_DIT2
KH2013:KH.C6.214	GDAP2
KH2013:KH.C6.234	CYP4F13/14/15/16/17/18/40
KH2013:KH.C6.271	KH2013:KH.C6.271
KH2013:KH.C6.261	KH2013:KH.C6.261
KH2013:KH.C6.295	ANKRD29
KH2013:KH.C6.6	KH2013:KH.C6.6_DIT2
KH2013:KH.C6.245	KH2013:KH.C6.245
KH2013:KH.C6.301	KH2013:KH.C6.301
KH2013:KH.C6.33	HAO1/2
KH2013:KH.C6.8	GATAD1
KH2013:KH.C6.38	NOTCH1/4
KH2013:KH.C6.211	LTBP2/4
KH2013:KH.C6.296	KH2013:KH.C6.296_DHFR
KH2013:KH.C6.208	KH2013:KH.C6.208_DHFR
KH2013:KH.C6.186	C12ORF65
KH2013:KH.C6.129	HLH-4
KH2013:KH.C6.30	KH2013:KH.C6.30_CD63
KH2013:KH.C6.110	KH2013:KH.C6.110
KH2013:KH.C6.246	PSMG1
KH2013:KH.C6.269	PRSS8
KH2013:KH.C6.152	LATS1/2
KH2013:KH.C6.190	SF3A3
KH2013:KH.C6.258	RP3-402G11.5
KH2013:KH.C6.275	KH2013:KH.C6.275
KH2013:KH.C6.164	KH2013:KH.C6.164_THBS3/4
KH2013:KH.C6.236	SPG7
KH2013:KH.C6.304	TSPAN3
KH2013:KH.C6.209	KH2013:KH.C6.209_TPM1/2
KH2013:KH.C6.72	L(2)K09913
KH2013:KH.C6.138	KH2013:KH.C6.138
KH2013:KH.C6.98	UNG/1
KH2013:KH.C6.95	TEKT1
KH2013:KH.C6.36	DYRK2/3/4
KH2013:KH.C6.291	MTUS2
KH2013:KH.C6.94	TP53I11
KH2013:KH.C6.39	COX4NB
KH2013:KH.C6.231	C16ORF48
KH2013:KH.C6.27	KH2013:KH.C6.27_ZFP64
KH2013:KH.C6.277	KH2013:KH.C6.277_ZFP64
KH2013:KH.C6.125	KH2013:KH.C6.125_KDM2B
KH2013:KH.C6.223	E2F2/4/5
KH2013:KH.C6.69	KH2013:KH.C6.69
KH2013:KH.C6.254	FBXO3
KH2013:KH.C6.249	F1NYK6_CHICK
KH2013:KH.C6.18	CCDC58
KH2013:KH.C6.225	STAMBPL1
KH2013:KH.C6.133	ADK
KH2013:KH.C6.109	TMEM181
KH2013:KH.C6.137	WTAP
KH2013:KH.C6.210	SNIP1
KH2013:KH.C6.23	MCRS1
KH2013:KH.C6.24	KH2013:KH.C6.24_CLEC-54/55/56/57
KH2013:KH.C6.162	FZD4
KH2013:KH.C6.107	KH2013:KH.C6.107
KH2013:KH.C6.219	KH2013:KH.C6.219_FLRT1/2/3
KH2013:KH.C6.86	KH2013:KH.C6.86_ARF1/2
KH2013:KH.C6.156	KH2013:KH.C6.156_KYNU
KH2013:KH.C6.143	KH2013:KH.C6.143_ARF1/2/3
KH2013:KH.C6.121	KH2013:KH.C6.121_ARF1/2
KH2013:KH.C6.253	KH2013:KH.C6.253_MET31/32
KH2013:KH.C6.56	KH2013:KH.C6.56_RAB8B
KH2013:KH.C6.294	KH2013:KH.C6.294
KH2013:KH.C6.217	CHST13
KH2013:KH.C6.126	KH2013:KH.C6.126_KLHL10
KH2013:KH.C6.22	SMA-2
KH2013:KH.C6.281	KH2013:KH.C6.281_LTK
KH2013:KH.C6.235	KH2013:KH.C6.235
KH2013:KH.C6.4	KPNA1/5/6
KH2013:KH.C6.270	KH2013:KH.C6.270
KH2013:KH.C6.299	KH2013:KH.C6.299_DYNC1H1
KH2013:KH.C6.116	BBS10
KH2013:KH.C6.169	KH2013:KH.C6.169
KH2013:KH.C6.103	KH2013:KH.C6.103_OSBPL9
KH2013:KH.C6.228	SPIB
KH2013:KH.C6.147	GRM1/3/5
KH2013:KH.C6.170	KH2013:KH.C6.170
KH2013:KH.C6.70	KH2013:KH.C6.70
KH2013:KH.C6.2	GABPB1/2
KH2013:KH.C6.124	SIRT1
KH2013:KH.C6.181	OSH2
KH2013:KH.C6.154	KH2013:KH.C6.154
KH2013:KH.C6.76	KH2013:KH.C6.76_Y40B10A.2/6/7
KH2013:KH.C6.123	KH2013:KH.C6.123_CIITA
KH2013:KH.C6.114	KH2013:KH.C6.114_IPPK
KH2013:KH.C6.25	WNT2/4/5
KH2013:KH.C6.157	FUN26
KH2013:KH.C6.250	FEM1B
KH2013:KH.C6.79	PARP4
KH2013:KH.C6.176	KH2013:KH.C6.176_SIP1
KH2013:KH.C6.149	A7UH64_CHICK
KH2013:KH.C6.9	KH2013:KH.C6.9
KH2013:KH.C6.204	CG13101
KH2013:KH.C6.84	KH2013:KH.C6.84
KH2013:KH.C6.100	PAAF1
KH2013:KH.C6.222	KH2013:KH.C6.222
KH2013:KH.C6.274	PSMC2
KH2013:KH.C6.45	BVES
KH2013:KH.C6.160	KH2013:KH.C6.160_NUDCD3
KH2013:KH.C6.311	KH2013:KH.C6.311
KH2013:KH.C6.307	KH2013:KH.C6.307_POPDC2/3
KH2013:KH.C6.32	KH2013:KH.C6.32_POPDC2/3
KH2013:KH.C6.67	TK1
KH2013:KH.C6.266	KH2013:KH.C6.266
KH2013:KH.C6.263	GLUL
KH2013:KH.C7.297	KH2013:KH.C7.297_TPO1/2/3
KH2013:KH.C7.542	KH2013:KH.C7.542_Y38C1AB.1/5
KH2013:KH.C7.223	P4HA2/3
KH2013:KH.C6.77	KH2013:KH.C6.77
KH2013:KH.C6.178	CHRW
KH2013:KH.C6.61	KH2013:KH.C6.61_ARF1/2/3
KH2013:KH.C6.173	NOSTRIN
KH2013:KH.C6.155	KH2013:KH.C6.155_FLRT1/2/3
KH2013:KH.C6.163	KH2013:KH.C6.163_FLRT1/2/3
KH2013:KH.C7.500	OLFML2A
KH2013:KH.C7.9	KH2013:KH.C7.9_P4HA1/2
KH2013:KH.C7.485	TBC1D12/14
KH2013:KH.C7.137	FNDC3A
KH2013:KH.C7.255	KH2013:KH.C7.255
KH2013:KH.C6.272	KH2013:KH.C6.272
KH2013:KH.C6.34	MAP3K7
KH2013:KH.C6.127	KH2013:KH.C6.127_SLC2A1/5/9
KH2013:KH.C6.140	ATP5O
KH2013:KH.C6.134	KH2013:KH.C6.134_CLEC-41/42/43/5/6/7/9
KH2013:KH.C6.99	ZMPSTE24
KH2013:KH.C7.88	GNB1/2/3/4
KH2013:KH.C7.27	CACNG1
KH2013:KH.C7.506	MFSD8
KH2013:KH.C7.432	PANE1
KH2013:KH.C7.425	KH2013:KH.C7.425_SLC35E3
KH2013:KH.C7.725	SLC44A1
KH2013:KH.C7.552	KH2013:KH.C7.552
KH2013:KH.C7.733	VPS52
KH2013:KH.C7.186	KH2013:KH.C7.186
KH2013:KH.C7.659	CG9164
KH2013:KH.C7.208	KH2013:KH.C7.208_GJC1
KH2013:KH.C7.217	SEC24C
KH2013:KH.C7.541	KH2013:KH.C7.541
KH2013:KH.C7.457	VPS13D
KH2013:KH.C7.581	KH2013:KH.C7.581_B4GALT1
KH2013:KH.C7.187	RHO1
KH2013:KH.C7.583	FMNL1/2/3
KH2013:KH.C7.55	MRPL4
KH2013:KH.C7.93	KH2013:KH.C7.93
KH2013:KH.C7.699	ANKMY1
KH2013:KH.C7.437	RAB6A
KH2013:KH.C7.660	PEX14
KH2013:KH.C7.18	BIN1/2
KH2013:KH.C7.131	ADRA2C
KH2013:KH.C7.589	COL-180
KH2013:KH.C7.421	ARL16
KH2013:KH.C7.433	GEMIN8
KH2013:KH.C7.416	KH2013:KH.C7.416_IL17RA
KH2013:KH.C7.612	MYO1D
KH2013:KH.C7.456	KH2013:KH.C7.456
KH2013:KH.C7.193	KH2013:KH.C7.193
KH2013:KH.C7.166	KH2013:KH.C7.166
KH2013:KH.C7.605	CNGA3
KH2013:KH.C7.426	BCCIP
KH2013:KH.C7.404	KH2013:KH.C7.404
KH2013:KH.C7.258	C9ORF173
KH2013:KH.C7.483	BBS5
KH2013:KH.C7.751	KH2013:KH.C7.751
KH2013:KH.C7.155	COPS4
KH2013:KH.C7.682	RAB33B
KH2013:KH.C7.627	DUSP23
KH2013:KH.C7.97	APMAP_CHICK
KH2013:KH.C7.248	UPF2
KH2013:KH.C7.629	SCA
KH2013:KH.C7.108	ERCC3
KH2013:KH.C7.52	CABIN1
KH2013:KH.C7.11	KH2013:KH.C7.11
KH2013:KH.C7.760	KH2013:KH.C7.760_SORL1
KH2013:KH.C7.146	TERF1
KH2013:KH.C7.117	KH2013:KH.C7.117
KH2013:KH.C7.512	XKR4
KH2013:KH.C7.387	KH2013:KH.C7.387_CPB1/2
KH2013:KH.C7.413	4933427G17RIK
KH2013:KH.C7.737	BCS1L
KH2013:KH.C7.550	KH2013:KH.C7.550
KH2013:KH.C7.452	RAB19/43
KH2013:KH.C7.680	KH2013:KH.C7.680_STAB1/2
KH2013:KH.C7.772	CRYZ
KH2013:KH.C7.491	L3MBTL1/3/4
KH2013:KH.C7.566	TTC30A/1/2
KH2013:KH.C7.238	KH2013:KH.C7.238
KH2013:KH.C7.206	ZNF622
KH2013:KH.C7.730	HADH
KH2013:KH.C7.177	KH2013:KH.C7.177_MFI2
KH2013:KH.C7.280	KH2013:KH.C7.280
KH2013:KH.C7.417	CG11498
KH2013:KH.C7.346	DLX1
KH2013:KH.C7.777	KH2013:KH.C7.777
KH2013:KH.C7.274	KH2013:KH.C7.274
KH2013:KH.C7.578	KH2013:KH.C7.578
KH2013:KH.C7.13	KH2013:KH.C7.13
KH2013:KH.C7.243	LAB
KH2013:KH.C7.780	KH2013:KH.C7.780
KH2013:KH.C7.548	KH2013:KH.C7.548_TMPRSS6/7
KH2013:KH.C7.46	CLTB
KH2013:KH.C7.749	KH2013:KH.C7.749
KH2013:KH.C7.384	KH2013:KH.C7.384_SVEP1
KH2013:KH.C7.679	KH2013:KH.C7.679
KH2013:KH.C7.319	ZDHHC6
KH2013:KH.C7.640	KH2013:KH.C7.640
KH2013:KH.C7.735	GAS1
KH2013:KH.C7.713	DDX11
KH2013:KH.C7.68	TTC19
KH2013:KH.C7.95	CHPF/2
KH2013:KH.C7.242	KH2013:KH.C7.242_ENPP7
KH2013:KH.C7.598	KH2013:KH.C7.598_CD93
KH2013:KH.C7.84	KH2013:KH.C7.84_CD93
KH2013:KH.C7.120	GIGYF1/2
KH2013:KH.C7.326	CG32354
KH2013:KH.C7.41	KH2013:KH.C7.41_B0393.5
KH2013:KH.C7.511	KH2013:KH.C7.511_LIM2
KH2013:KH.C7.411	CELSR2
KH2013:KH.C7.405	KH2013:KH.C7.405
KH2013:KH.C7.613	FAIM
KH2013:KH.C7.517	KH2013:KH.C7.517
KH2013:KH.C7.558	KH2013:KH.C7.558
KH2013:KH.C7.86	CUL1/2
KH2013:KH.C7.261	KH2013:KH.C7.261_SLC6A15/17
KH2013:KH.C7.486	SLC35B1
KH2013:KH.C7.322	KH2013:KH.C7.322_SLC6A11/13
KH2013:KH.C7.575	SDHB
KH2013:KH.C7.489	BLZF1
KH2013:KH.C7.141	FBXO45
KH2013:KH.C7.295	HAUS5
KH2013:KH.C7.70	RPL26
KH2013:KH.C7.718	KIAA0753
KH2013:KH.C7.149	F49C12.1/12
KH2013:KH.C7.654	KH2013:KH.C7.654_SULT1ST1/2/3/4
KH2013:KH.C7.469	RBMX2
KH2013:KH.C7.320	RALBP1
KH2013:KH.C7.690	1110028C15RIK
KH2013:KH.C7.786	KH2013:KH.C7.786_SCO1/2
KH2013:KH.C7.480	KH2013:KH.C7.480_CCDC151
KH2013:KH.C7.410	KH2013:KH.C7.410_SLC6A5
KH2013:KH.C7.268	RNF4
KH2013:KH.C6.212	RINT1
KH2013:KH.C6.158	RPL24
KH2013:KH.C7.332	PIK3C2B
KH2013:KH.C7.717	KH2013:KH.C7.717
KH2013:KH.C7.365	KH2013:KH.C7.365
KH2013:KH.C7.310	KH2013:KH.C7.310
KH2013:KH.C7.159	LSM7
KH2013:KH.C7.412	CDC42SE1/2
KH2013:KH.C7.288	BX511021.4
KH2013:KH.C7.794	KH2013:KH.C7.794_CSPP1
KH2013:KH.C7.501	FTH1
KH2013:KH.C7.362	KH2013:KH.C7.362
KH2013:KH.C7.767	KH2013:KH.C7.767
KH2013:KH.C7.284	KH2013:KH.C7.284
KH2013:KH.C7.687	CLSPN
KH2013:KH.C7.215	NFKB1/2
KH2013:KH.C7.586	GPD1/2
KH2013:KH.C7.78	TTM-5
KH2013:KH.C7.21	PALLD
KH2013:KH.C7.75	NLGN1/2/3
KH2013:KH.C7.430	KH2013:KH.C7.430_MCH4/5
KH2013:KH.C7.293	CU633740.1/2
KH2013:KH.C7.121	CNGA1/5
KH2013:KH.C7.237	Ci-eag/HCN/CNG-diverged_3
KH2013:KH.C7.573	MAGI1
KH2013:KH.C7.701	KH2013:KH.C7.701
KH2013:KH.C7.356	GOLT1B
KH2013:KH.C7.778	KH2013:KH.C7.778
KH2013:KH.C7.762	WDR74
KH2013:KH.C7.369	KH2013:KH.C7.369
KH2013:KH.C7.244	KH2013:KH.C7.244
KH2013:KH.C7.209	DCLK3
KH2013:KH.C7.251	MAGI/1/2/3
KH2013:KH.C7.42	CYHR1
KH2013:KH.C7.539	DARS
KH2013:KH.C7.538	KH2013:KH.C7.538
KH2013:KH.C7.487	KH2013:KH.C7.487
KH2013:KH.C7.383	KH2013:KH.C7.383
KH2013:KH.C7.334	GLI1/2/3
KH2013:KH.C7.706	KH2013:KH.C7.706
KH2013:KH.C7.609	DCST1
KH2013:KH.C7.22	TNFSF12/13
KH2013:KH.C7.136	KH2013:KH.C7.136_CRG1
KH2013:KH.C7.287	KH2013:KH.C7.287_CRG1
KH2013:KH.C7.461	KH2013:KH.C7.461_CRG1
KH2013:KH.C7.765	KH2013:KH.C7.765_CRG1
KH2013:KH.C7.604	KH2013:KH.C7.604_C17ORF98
KH2013:KH.C7.373	KH2013:KH.C7.373
KH2013:KH.C7.308	STK24/25
KH2013:KH.C7.211	Putative
KH2013:KH.C7.463	KH2013:KH.C7.463
KH2013:KH.C7.321	CEP19
KH2013:KH.C7.145	KH2013:KH.C7.145
KH2013:KH.C7.265	NUP205
KH2013:KH.C7.764	MEC-5
KH2013:KH.C7.381	KH2013:KH.C7.381_CLEC-190
KH2013:KH.C7.300	IFT46
KH2013:KH.C7.111	SUPT4H1
KH2013:KH.C7.528	CCDC103
KH2013:KH.C7.47	KH2013:KH.C7.47
KH2013:KH.C7.65	SLC26A7
KH2013:KH.C7.30	KH2013:KH.C7.30
KH2013:KH.C7.278	PRESTIN
KH2013:KH.C7.768	KH2013:KH.C7.768_SLC31A1
KH2013:KH.C7.289	KH2013:KH.C7.289_SLC31A1
KH2013:KH.C7.458	KH2013:KH.C7.458
KH2013:KH.C7.759	KH2013:KH.C7.759
KH2013:KH.C7.246	KH2013:KH.C7.246_TRIM2/3
KH2013:KH.C7.342	GPKOW
KH2013:KH.C7.127	PBRM1
KH2013:KH.C7.207	FOXP1/2/4
KH2013:KH.C7.626	KH2013:KH.C7.626
KH2013:KH.C7.309	LPP
KH2013:KH.C7.782	W-CUP
KH2013:KH.C7.202	KH2013:KH.C7.202
KH2013:KH.C7.635	KH2013:KH.C7.635
KH2013:KH.C7.281	KH2013:KH.C7.281_SLC6A7
KH2013:KH.C7.119	UBE2I/2
KH2013:KH.C7.556	ATF2/7
KH2013:KH.C7.116	KH2013:KH.C7.116_SLC6A7
KH2013:KH.C7.385	LPAR1
KH2013:KH.C7.196	RPL36
KH2013:KH.C7.359	LZTFL1
KH2013:KH.C7.378	KH2013:KH.C7.378
KH2013:KH.C7.91	KH2013:KH.C7.91_TRY-2
KH2013:KH.C7.364	PRKX
KH2013:KH.C7.502	ASB1/12
KH2013:KH.C7.630	KH2013:KH.C7.630
KH2013:KH.C7.468	GTF3C4
KH2013:KH.C7.53	CYP4F13/14/15/16/17/18/22/40
KH2013:KH.C7.773	COT1
KH2013:KH.C7.488	KH2013:KH.C7.488
KH2013:KH.C7.555	KH2013:KH.C7.555_T15B7.1
KH2013:KH.C7.643	FAM173B
KH2013:KH.C7.606	TPI/1
KH2013:KH.C7.96	KH2013:KH.C7.96
KH2013:KH.C7.259	TYW5
KH2013:KH.C7.329	ISCU
KH2013:KH.C7.771	KH2013:KH.C7.771
KH2013:KH.C7.492	DCP2
KH2013:KH.C7.170	CEP76
KH2013:KH.C7.449	MYNN
KH2013:KH.C7.162	KH2013:KH.C7.162
KH2013:KH.C7.494	KH2013:KH.C7.494_ABCC1/3
KH2013:KH.C7.473	KH2013:KH.C7.473
KH2013:KH.C7.66	KH2013:KH.C7.66
KH2013:KH.C7.785	RHEB
KH2013:KH.C7.521	KH2013:KH.C7.521_NAS-16/17/23/25/27/28/29/31/32
KH2013:KH.C7.431	ENG1B
KH2013:KH.C7.427	AGA
KH2013:KH.C7.200	CABZ01111926.1
KH2013:KH.C7.64	KH2013:KH.C7.64_GYC88E
KH2013:KH.C7.742	KH2013:KH.C7.742
KH2013:KH.C7.354	KH2013:KH.C7.354
KH2013:KH.C7.241	KH2013:KH.C7.241
KH2013:KH.C7.534	KH2013:KH.C7.534_FCN1/2/3
KH2013:KH.C7.499	CEP104
KH2013:KH.C7.666	KH2013:KH.C7.666_ALOX5
KH2013:KH.C7.100	KH2013:KH.C7.100_CABZ01079804.2
KH2013:KH.C7.35	TIAL1
KH2013:KH.C7.798	KH2013:KH.C7.798
KH2013:KH.C7.71	KH2013:KH.C7.71_IRC24
KH2013:KH.C7.709	KH2013:KH.C7.709_PKD1L2
KH2013:KH.C7.697	ANGPT1/2/4
KH2013:KH.C7.662	PQBP1
KH2013:KH.C7.788	KH2013:KH.C7.788_PKD2
KH2013:KH.C7.327	Ci-TRPP-related4
KH2013:KH.C7.700	KH2013:KH.C7.700
KH2013:KH.C7.103	ZK507.6
KH2013:KH.C7.734	KH2013:KH.C7.734_MOXD1
KH2013:KH.C7.655	KH2013:KH.C7.655
KH2013:KH.C7.6	AMMECR1
KH2013:KH.C7.628	TBX1/10
KH2013:KH.C7.545	KH2013:KH.C7.545_EPI-1
KH2013:KH.C7.126	KH2013:KH.C7.126
KH2013:KH.C7.77	PLIN2/3/4/5
KH2013:KH.C7.418	TTLL1
KH2013:KH.C7.347	KH2013:KH.C7.347
KH2013:KH.C7.282	KH2013:KH.C7.282
