counts	countsprimedCardiacPeaks	countsdenovoCardiacPeaks	countsprimedAsmPeaks	countsdenovoAsmPeaks	log2OddsRatioprimedCardiacPeaks	log2OddsRatiodenovoCardiacPeaks	log2OddsRatioprimedAsmPeaks	log2OddsRatiodenovoAsmPeaks	pprimedCardiacPeaks	pdenovoCardiacPeaks	pprimedAsmPeaks	pdenovoAsmPeaks	fdrprimedCardiacPeaks	fdrdenovoCardiacPeaks	fdrprimedAsmPeaks	fdrdenovoAsmPeaks
HIF1A_si	1188	0	0	2	0	-Inf	-Inf	2.82981224607715	-Inf	1	1	0.0392108748572496	1	1	1	0.625067475665568	1
HLF_si	1870	1	0	2	1	3.27275243722892	-Inf	2.15727521980898	1.27275243722892	0.126838274121117	1	0.0875621765336402	0.356509529832679	1	1	1	1
HNF1A_f1	1079	0	1	0	1	-Inf	3.35002526396949	-Inf	2.0869908581357	1	0.110015752139931	1	0.223178121755701	1	0.923334640493887	1	1
HNF1B_f1	1046	0	1	0	1	-Inf	3.39570246166881	-Inf	2.13266805583502	1	0.106807495648402	1	0.217097604623676	1	0.923334640493887	1	1
HNF4A_f1	1092	0	2	0	1	-Inf	4.65433439467517	-Inf	2.06937189395402	1	0.00539234438073991	1	0.225561484962121	1	0.487108442393505	1	1
HNF4G_f1	1009	0	2	2	0	-Inf	4.77055667239863	3.07011695425753	-Inf	1	0.00462177777427118	0.0290679953262999	1	1	0.487108442393505	0.598008916378821	1
HNF6_f1	1119	0	0	0	1	-Inf	-Inf	-Inf	2.03342628212331	1	1	1	0.230489994319995	1	1	1	1
HXA10_f1	1028	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXA1_f1	795	0	1	0	1	-Inf	3.79812226646336	-Inf	2.53508786062957	1	0.0820883869968685	1	0.169390667067292	1	0.923334640493887	1	1
HXA5_si	882	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXA7_f1	670	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXA9_f1	1210	0	1	1	0	-Inf	3.18127343401086	1.69584660684061	-Inf	1	0.12265700021321	0.279038601954702	1	1	0.923334640493887	1	1
HXB1_f1	876	0	1	0	0	-Inf	3.65603134658789	-Inf	-Inf	1	0.0901269897577976	1	1	1	0.923334640493887	1	1
HXB6_f1	912	0	1	0	0	-Inf	3.59698743573559	-Inf	-Inf	1	0.0936808233249012	1	1	1	0.923334640493887	1	1
HXB7_si	1022	0	1	0	0	-Inf	3.42981901630844	-Inf	-Inf	1	0.104468169704871	1	1	1	0.923334640493887	1	1
HXB8_do	1014	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXC6_f1	1215	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXC8_f1	954	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXD10_f1	1457	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
HXD4_f1	613	0	0	0	1	-Inf	-Inf	-Inf	2.91489638906175	1	1	1	0.133135558663238	1	1	1	1
HXD9_f1	911	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ISL1_f1	1651	0	1	0	0	-Inf	2.72130044570368	-Inf	-Inf	1	0.164118581167504	1	1	1	1	1	1
ITF2_f1	955	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
JUNB_f1	1030	1	0	0	0	4.15532586669119	-Inf	-Inf	-Inf	0.071456617803375	1	1	1	1	1	1	1
JUND_f1	1011	1	0	0	0	4.18268496343996	-Inf	-Inf	-Inf	0.0701742393449394	1	1	1	1	1	1	1
JUN_f1	996	1	0	0	0	4.20464315772402	-Inf	-Inf	-Inf	0.0691608974052713	1	1	1	1	1	1	1
KLF15_f1	1524	0	0	2	0	-Inf	-Inf	2.46162776370083	-Inf	1	1	0.0613037561817391	1	1	1	0.790712505068784	1
KLF1_f1	1914	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
KLF3_f1	1263	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
KLF4_f2	2036	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
KLF6_si	645	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
KLF8_f1	940	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
LHX2_f1	1044	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
LHX3_f1	1071	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
MAFA_f1	1164	0	0	1	0	-Inf	-Inf	1.75297134563007	-Inf	1	1	0.269919487613974	1	1	1	1	1
MAF_f1	1597	0	0	1	0	-Inf	-Inf	1.28527977778866	-Inf	1	1	0.351656239148331	1	1	1	1	1
MEF2A_f1	1102	0	0	0	1	-Inf	-Inf	-Inf	2.05595818472381	1	1	1	0.227390246148985	1	1	1	1
MEF2C_f1	1004	0	0	0	1	-Inf	-Inf	-Inf	2.19289203211384	1	1	1	0.209295224267224	1	1	1	1
MEF2D_f1	1188	0	0	0	1	-Inf	-Inf	-Inf	1.94528946349709	1	1	1	0.242953840803387	1	1	1	1
MEIS1_f2	1274	0	0	1	1	-Inf	-Inf	1.61980495177009	1.84219737310654	1	1	0.291549321286852	0.258227586172347	1	1	1	1
MEIS2_do	1282	0	0	0	2	-Inf	-Inf	-Inf	2.95848670452227	1	1	1	0.0344542214921636	1	1	1	0.982852002565929
MITF_f1	1127	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
MSX2_f1	2585	0	1	2	0	-Inf	2.04950943598567	1.67099781273194	-Inf	1	0.24656123933849	0.150123899633229	1	1	1	1	1
MYF6_f1	1341	0	0	0	1	-Inf	-Inf	-Inf	1.76648897080263	1	1	1	0.269929215347414	1	1	1	1
MYOD1_f1	1627	0	0	0	2	-Inf	-Inf	-Inf	2.60555867816702	1	1	1	0.0530676791047714	1	1	1	1
MYOG_f1	2038	0	0	0	1	-Inf	-Inf	-Inf	1.14415954335505	1	1	1	0.381955863652906	1	1	1	1
NDF1_f1	1308	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
NFIL3_si	1293	0	0	3	0	-Inf	-Inf	3.40530273110754	-Inf	1	1	0.00451930417447194	1	1	1	0.350343373459606	1
NFYA_f1	1570	1	0	0	0	3.53298659719243	-Inf	-Inf	-Inf	0.107351888035076	1	1	1	1	1	1	1
NKX21_f1	862	1	0	2	0	4.4166057030358	-Inf	3.30112848561586	-Inf	0.0600715837472257	1	0.0216959241734751	1	1	1	0.598008916378821	1
NKX22_si	1303	0	0	0	1	-Inf	-Inf	-Inf	1.80896211767083	1	1	1	0.263313558609456	1	1	1	1
NKX25_f1	1268	1	0	2	0	3.84916580978671	-Inf	2.73368859236677	-Inf	0.0874079805533875	1	0.0441277121607584	1	1	1	0.650597634835023	1
NKX28_f1	639	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
NKX31_si	782	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
NKX32_f1	975	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
NR2C1_si	869	0	0	1	0	-Inf	-Inf	2.18236210468053	-Inf	1	1	0.208830367699001	1	1	1	1	1
NR2F6_f1	1025	0	1	0	1	-Inf	3.4255117054279	-Inf	2.1624772995941	1	0.104760864361441	1	0.213205342123884	1	0.923334640493887	1	1
NR4A2_si	913	0	1	0	1	-Inf	3.59538025347886	-Inf	2.33234584764507	1	0.0937793755569512	1	0.192143214840745	1	0.923334640493887	1	1
NR4A3_f1	779	0	1	0	1	-Inf	3.8278711922196	-Inf	2.56483678638581	1	0.0804935362046193	1	0.166260441510406	1	0.923334640493887	1	1
NR5A2_f1	995	0	1	0	0	-Inf	3.4691529660218	-Inf	-Inf	1	0.101830327332108	1	1	1	0.923334640493887	1	1
NR6A1_do	808	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
ONEC2_si	1281	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
OTX1_f1	270	0	0	1	0	-Inf	-Inf	3.88432398484499	-Inf	1	1	0.069830812672708	1	1	1	0.822789140621907	1
OTX2_si	1049	1	0	1	1	4.12845759780875	-Inf	1.90606517647231	2.12845759780875	0.0727376693504722	1	0.246648533748456	0.217652188906789	1	1	1	1
PAX5_f1	2517	0	2	0	1	-Inf	3.41172896526061	-Inf	0.826766464539456	1	0.0267614134633104	1	0.4494985468549	1	0.923334640493887	1	1
PAX5_si	652	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
PAX6_f1	1549	0	1	0	1	-Inf	2.81600400793748	-Inf	1.55296960210369	1	0.154677089685796	1	0.305179892383238	1	1	1	1
PAX8_f1	1527	0	1	0	1	-Inf	2.83722290711985	-Inf	1.57418850128606	1	0.152629083018248	1	0.301527187606713	1	1	1	1
PBX1_do	1061	0	1	0	0	-Inf	3.37476745565739	-Inf	-Inf	1	0.108266986707886	1	1	1	0.923334640493887	1	1
PBX2_f1	1176	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
PDX1_do	829	0	0	0	1	-Inf	-Inf	-Inf	2.47378325664884	1	1	1	0.176006409407799	1	1	1	1
PITX2_si	946	0	0	1	0	-Inf	-Inf	2.05786500458107	-Inf	1	1	0.225219944148552	1	1	1	1	1
PO2F1_f1	984	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
PO4F2_si	791	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
PPARA_f1	1075	0	1	0	1	-Inf	3.35548836746225	-Inf	2.09245396162845	1	0.109627384791007	1	0.22244341822423	1	0.923334640493887	1	1
PPARA_f2	1089	0	0	1	0	-Inf	-Inf	1.8510270679927	-Inf	1	1	0.254820180098564	1	1	1	1	1
PPARD_f1	986	0	0	1	0	-Inf	-Inf	1.99707066896133	-Inf	1	1	0.233608407812052	1	1	1	1	1
PPARG_f1	1029	0	1	0	2	-Inf	3.41978782969832	-Inf	3.28228430594839	1	0.105150999890885	1	0.0229361600538921	1	0.923334640493887	1	0.982852002565929
PPARG_si	929	0	1	0	0	-Inf	3.56989810962668	-Inf	-Inf	1	0.0953549971546137	1	1	1	0.923334640493887	1	1
PRRX1_f1	1564	0	1	0	0	-Inf	2.80170381130946	-Inf	-Inf	1	0.156071091540582	1	1	1	1	1	1
PRRX2_f1	2744	0	0	0	1	-Inf	-Inf	-Inf	0.696065211324468	1	1	1	0.479066366582455	1	1	1	1
RARA_f1	932	0	1	1	1	-Inf	3.56516828644649	2.07974145927625	2.3021338806127	1	0.0956501718985927	0.222263792754154	0.195752517475445	1	0.923334640493887	1	1
RARA_f2	1036	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RARB_f1	906	0	1	1	0	-Inf	3.60666707852726	2.12124025135701	-Inf	1	0.0930893223547142	0.216745848813492	1	1	0.923334640493887	1	1
RARG_do	927	1	1	1	2	4.3100252691183	3.57305967495209	2.08763284778185	3.43555615120216	0.0644888523044261	0.0951581693920434	0.221205475623974	0.0188614582282278	1	0.923334640493887	1	0.982852002565929
RARG_f1	932	0	1	1	1	-Inf	3.56516828644649	2.07974145927625	2.3021338806127	1	0.0956501718985927	0.222263792754154	0.195752517475445	1	0.923334640493887	1	1
RFX1_f1	1463	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX2_f1	1333	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RFX3_f1	1526	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
RORA_f1	1322	0	0	1	1	-Inf	-Inf	1.56518419344454	1.78757661478099	1	1	0.300799067057012	0.266628272991603	1	1	1	1
RORG_f1	1061	0	0	1	0	-Inf	-Inf	1.88934062848714	-Inf	1	1	0.24910876714921	1	1	1	1	1
RXRA_f1	1103	0	0	0	2	-Inf	-Inf	-Inf	3.18015426300561	1	1	1	0.02610255913237	1	1	1	0.982852002565929
RXRB_f1	1132	0	0	1	2	-Inf	-Inf	1.79402871804118	3.14195202146149	1	1	0.263512386073243	0.0273901755729321	1	1	1	0.982852002565929
RXRG_f1	1031	0	1	0	0	-Inf	3.41693407475484	-Inf	-Inf	1	0.105346014518911	1	1	1	0.923334640493887	1	1
SMAD1_si	1118	1	0	0	1	4.03474237467482	-Inf	-Inf	2.03474237467482	0.0773787643439071	1	1	0.230307974449294	1	1	1	1
SMAD3_f1	1339	0	0	1	1	-Inf	-Inf	1.54630252723506	1.76869494857151	1	1	0.304047899398603	0.269582394713133	1	1	1	1
SMAD4_si	1332	0	0	1	1	-Inf	-Inf	1.55404884448947	1.77644126582591	1	1	0.302711854994226	0.268367324476272	1	1	1	1
SOX2_f1	1306	0	0	1	0	-Inf	-Inf	1.58317288279711	-Inf	1	1	0.297728416962139	1	1	1	1	1
SRBP1_f2	1301	0	0	1	0	-Inf	-Inf	1.58883848282081	-Inf	1	1	0.296766260649635	1	1	1	1	1
SRBP2_f1	1540	0	0	1	0	-Inf	-Inf	1.33922201845846	-Inf	1	1	0.341407519173733	1	1	1	1	1
STF1_f1	1047	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
SUH_f1	1712	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TBP_f1	1072	0	0	1	0	-Inf	-Inf	1.87417196316719	-Inf	1	1	0.251357391659047	1	1	1	1	1
TBX2_f1	1143	1	0	0	0	4.00218090557771	-Inf	-Inf	-Inf	0.0790560131033781	1	1	1	1	1	1	1
TBX3_f1	869	0	0	0	1	-Inf	-Inf	-Inf	2.40475452601698	1	1	1	0.183727348914419	1	1	1	1
TBX5_si	1230	1	0	0	0	3.89406190078788	-Inf	-Inf	-Inf	0.0848750178383839	1	1	1	1	1	1	1
TEF_f1	1718	0	1	1	1	-Inf	2.66213386020872	1.17670703303848	1.39909945437493	1	0.170272394985028	0.372920894133954	0.332656858906085	1	1	1	1
TFAP4_si	1814	0	0	0	1	-Inf	-Inf	-Inf	1.31810554010289	1	1	1	0.347814811636802	1	1	1	1
TFE2_f2	1111	0	0	0	0	-Inf	-Inf	-Inf	-Inf	1	1	1	1	1	1	1	1
TFE3_f1	2239	1	1	2	0	3.00308420149069	2.26611860732448	1.88760698407075	-Inf	0.150366949280931	0.216849615648576	0.118685197218293	1	1	1	1	1
TFEB_f1	2765	1	0	2	0	2.68449817427207	-Inf	1.56902095685213	-Inf	0.183080453714128	1	0.167150429423287	1	1	1	1	1
TLX1_f1	880	0	0	0	1	-Inf	-Inf	-Inf	2.38631976643349	1	1	1	0.18583886869251	1	1	1	1
TLX1_f2	876	0	0	1	0	-Inf	-Inf	2.17060451941765	-Inf	1	1	0.210333593853861	1	1	1	1	1
USF1_f1	2883	1	0	2	1	2.6210108188671	-Inf	1.50553360144716	0.621010818867097	0.190287557778306	1	0.178514997745404	0.496440731761545	1	1	1	1
VSX2_si	936	0	0	1	0	-Inf	-Inf	2.07345825783023	-Inf	1	1	0.223109479847814	1	1	1	1	1
YBOX1_f2	1306	1	0	0	0	3.80556530413356	-Inf	-Inf	-Inf	0.0899356814099956	1	1	1	1	1	1	1
